tx_price,tx_size,tx_direction
34.84,100,-1.0
34.84,100,-1.0
34.84,100,-1.0
34.84,100,-1.0
34.84,100,-1.0
34.84,100,-1.0
34.84,200,-1.0
34.835,100,
34.835,100,
34.83,100,1.0
34.83,100,1.0
34.83,100,1.0
34.83,100,
34.83,100,
34.83,200,
34.83,36,
34.839,60,
34.8301,4,
34.83,36,1.0
34.84,30,
34.84,30,
34.84,40,
34.835,3924,
34.84,100,-1.0
34.84,60,-1.0
34.84,38,-1.0
34.84,62,
34.84,100,
34.84,200,-1.0
34.835,100,
34.84,2,-1.0
34.835,200,
34.835,100,
34.84,100,
34.84,100,-1.0
34.84,134,-1.0
34.84,118,-1.0
34.84,198,-1.0
34.84,50,-1.0
34.84,200,-1.0
34.84,100,-1.0
34.84,10,-1.0
34.84,250,
34.84,200,1.0
34.84,100,1.0
34.84,90,
34.84,100,
34.84,100,1.0
34.84,100,1.0
34.85,44,-1.0
34.85,35,-1.0
34.8454,133,
34.842,1,
34.842,3,
34.85,70,-1.0
34.85,5,-1.0
34.8401,625,
34.8487,577,
34.845,100,
34.8466,100,
34.8468,100,
34.85,275,
34.85,100,-1.0
34.85,100,
34.85,145,
34.85,540,-1.0
34.85,315,-1.0
34.85,444,-1.0
34.85,100,-1.0
34.85,100,-1.0
34.85,100,-1.0
34.85,100,-1.0
34.85,91,-1.0
34.85,700,-1.0
34.85,100,
34.85,1100,-1.0
34.85,109,-1.0
34.845,100,
34.85,100,-1.0
34.85,100,-1.0
34.85,200,-1.0
34.85,609,-1.0
34.85,300,-1.0
34.85,80,-1.0
34.85,2333,-1.0
34.85,567,-1.0
34.85,33,-1.0
34.85,45,
34.85,100,
34.85,100,
34.85,300,
34.85,100,
34.85,100,
34.85,100,
34.85,100,
34.85,136,-1.0
34.85,70,-1.0
34.85,194,1.0
34.85,405,1.0
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,334,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.86,100,-1.0
34.86,2,-1.0
34.85,100,1.0
34.86,100,-1.0
34.86,98,
34.86,47,
34.86,53,
34.86,17,
34.85,100,1.0
34.85,100,1.0
34.86,83,-1.0
34.86,17,-1.0
34.85,500,1.0
34.86,5,-1.0
34.85,100,1.0
34.8432,100,1.0
34.8432,100,
34.8432,100,
34.8432,100,
34.8432,100,
34.8432,100,
34.855,100,
34.855,100,
34.85,200,1.0
34.85,200,1.0
34.85,700,1.0
34.85,100,
34.85,500,1.0
34.85,500,
34.85,200,1.0
34.855,40,
34.85,100,1.0
34.85,100,1.0
34.85,100,
34.85,100,1.0
34.85,1,1.0
34.85,100,1.0
34.85,100,
34.85,100,1.0
34.85,100,
34.855,60,
34.85,100,
34.85,100,
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,200,1.0
34.85,10,
34.85,100,1.0
34.85,100,1.0
34.85,90,1.0
34.8501,12,
34.85,1,1.0
34.85,100,
34.85,100,
34.85,100,-1.0
34.85,100,1.0
34.85,200,
34.85,39,-1.0
34.85,63,-1.0
34.85,100,
34.85,100,
34.85,61,-1.0
34.85,100,-1.0
34.85,300,-1.0
34.85,100,-1.0
34.85,200,-1.0
34.85,100,
34.84,100,1.0
34.8463,575,
34.845,8,
34.84,100,1.0
34.84,145,1.0
34.84,100,
34.84,100,
34.84,100,
34.84,100,
34.845,15,
34.849000000000004,200,
34.845,100,
34.85,100,
34.85,100,-1.0
34.85,30,-1.0
34.845,100,
34.845,100,
34.85,100,-1.0
34.85,100,-1.0
34.85,900,-1.0
34.85,100,
34.85,100,
34.85,100,-1.0
34.85,100,-1.0
34.85,300,1.0
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,60,
34.85,200,1.0
34.85,100,1.0
34.85,600,1.0
34.855,100,
34.855,100,
34.8501,700,
34.8501,2300,
34.85,100,1.0
34.85,15,1.0
34.85,65,1.0
34.855,100,
34.86,100,
34.86,200,-1.0
34.86,100,-1.0
34.86,78,-1.0
34.855,500,
34.8541,102,
34.855,100,
34.8541,1,
34.8599,3,
34.86,500,-1.0
34.8501,224,
34.855,100,
34.855,200,
34.855,101,
34.86,45,-1.0
34.8501,1900,
34.8501,1100,
34.855,100,
34.855,100,
34.8501,36,
34.8599,200,
34.85,285,1.0
34.8599,100,
34.86,100,
34.86,77,-1.0
34.855,100,
34.8521,130,
34.855,100,
34.855,100,
34.8508,800,
34.855,100,
34.855,101,
34.855,100,
34.855,200,
34.8527,124,
34.8599,700,
34.86,25,-1.0
34.8512,22,
34.855,100,
34.8599,45,
34.8563,285,
34.86,285,-1.0
34.855,100,
34.855,100,
34.86,4,
34.86,96,-1.0
34.86,100,-1.0
34.86,100,
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.855,100,
34.85,100,1.0
34.85,100,
34.85,100,
34.855,100,
34.855,100,
34.855,100,
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,200,1.0
34.85,200,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,200,1.0
34.85,100,1.0
34.855,100,
34.85,100,1.0
34.85,400,1.0
34.85,100,1.0
34.855,100,
34.85,100,
34.855,100,
34.855,100,
34.855,100,
34.85,200,1.0
34.85,200,1.0
34.85,200,1.0
34.85,400,1.0
34.85,600,1.0
34.8525,300,
34.85,200,1.0
34.8525,300,
34.85,500,1.0
34.85,100,
34.85,100,
34.85,200,
34.8525,100,
34.85,100,
34.85,100,
34.85,200,
34.8525,100,
34.855,100,
34.86,150,-1.0
34.85,100,1.0
34.854,500,
34.86,160,-1.0
34.86,100,
34.86,40,-1.0
34.86,100,-1.0
34.86,160,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,
34.86,200,
34.853,800,
34.855,200,
34.8572,57,
34.8599,300,
34.85,100,1.0
34.8538,1665,
34.86,200,-1.0
34.86,20,-1.0
34.8565,20,
34.86,30,-1.0
34.86,30,-1.0
34.855,100,
34.86,100,-1.0
34.86,10,-1.0
34.86,10,-1.0
34.86,30,-1.0
34.86,50,-1.0
34.86,10,-1.0
34.86,30,-1.0
34.86,60,-1.0
34.86,110,-1.0
34.86,178,-1.0
34.86,12,-1.0
34.86,60,-1.0
34.86,28,-1.0
34.86,32,-1.0
34.855,100,
34.86,60,-1.0
34.86,141,-1.0
34.86,59,-1.0
34.86,41,-1.0
34.86,100,-1.0
34.86,400,-1.0
34.86,1139,-1.0
34.855,100,
34.86,100,-1.0
34.86,100,-1.0
34.86,200,-1.0
34.86,100,-1.0
34.86,8,
34.86,72,-1.0
34.86,59,-1.0
34.86,41,-1.0
34.86,25,-1.0
34.86,30,-1.0
34.86,55,-1.0
34.86,75,-1.0
34.86,100,-1.0
34.86,206,-1.0
34.86,100,-1.0
34.86,200,-1.0
34.86,894,-1.0
34.86,546,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,720,
34.86,5,-1.0
34.86,30,-1.0
34.86,50,-1.0
34.86,18,-1.0
34.86,100,-1.0
34.86,20,-1.0
34.86,5,-1.0
34.86,216,-1.0
34.86,113,-1.0
34.86,400,-1.0
34.86,10,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,100,
34.86,77,
34.86,23,1.0
34.86,100,-1.0
34.86,400,-1.0
34.86,1094,
34.86,53,1.0
34.86,47,1.0
34.86,100,1.0
34.865,100,
34.8601,10,
34.865,100,
34.865,29,
34.869,17,
34.86,100,
34.86,200,1.0
34.865,100,
34.86,100,1.0
34.86,100,
34.86,10,1.0
34.86,100,1.0
34.86,100,1.0
34.86,100,1.0
34.86,100,
34.86,200,
34.86,200,1.0
34.86,200,1.0
34.86,100,1.0
34.86,100,1.0
34.86,300,
34.86,100,1.0
34.86,100,1.0
34.86,82,
34.86,100,
34.86,100,1.0
34.86,11,1.0
34.86,100,
34.86,25,
34.86,77,
34.86,20,-1.0
34.86,100,
34.86,100,-1.0
34.855,4,
34.8501,1,
34.85,100,1.0
34.85,100,
34.85,100,
34.85,200,
34.85,100,
34.85,100,1.0
34.85,200,1.0
34.85,100,1.0
34.85,300,
34.85,164,1.0
34.85,100,1.0
34.85,36,1.0
34.85,200,1.0
34.852,34,
34.8501,1400,
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,1.0
34.85,100,
34.85,126,
34.86,50,-1.0
34.8501,4,
34.8501,3000,
34.8599,200,
34.855,100,
34.85,100,1.0
34.855,100,
34.8599,9,
34.86,1,-1.0
34.86,99,
34.86,100,
34.86,300,-1.0
34.86,100,
34.855,100,
34.86,213,-1.0
34.86,800,-1.0
34.86,100,
34.86,300,
34.86,200,
34.86,300,
34.86,100,
34.86,500,
34.86,400,-1.0
34.86,100,-1.0
34.86,100,-1.0
34.86,368,1.0
34.86,100,
34.86,100,
34.855,100,
34.86,100,-1.0
34.86,100,-1.0
34.86,200,-1.0
34.86,6,-1.0
34.86,300,
34.86,100,
34.855,100,
34.86,300,
34.86,100,
34.86,100,1.0
34.86,100,1.0
34.86,100,1.0
34.86,100,1.0
34.86,100,1.0
34.87,100,-1.0
34.87,200,-1.0
34.87,100,-1.0
34.87,400,-1.0
34.87,5,-1.0
34.87,30,-1.0
34.87,70,-1.0
34.87,100,-1.0
34.87,26,-1.0
34.87,100,-1.0
34.87,50,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,150,-1.0
34.87,100,
34.87,50,
34.87,602,
34.87,100,
34.87,100,
34.87,100,
34.87,230,
34.87,100,
34.87,100,
34.87,100,
34.87,368,
34.87,132,
34.88,200,-1.0
34.87,300,
34.88,100,
34.88,95,
34.87,100,
34.87,40,1.0
34.87,60,1.0
34.87,6,1.0
34.88,100,
34.88,500,
34.875,100,
34.875,10,
34.875,100,
34.88,100,
34.88,100,
34.875,100,
34.88,100,-1.0
34.875,100,
34.875,100,
34.88,200,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.875,60,
34.875,40,
34.875,100,
34.88,70,-1.0
34.88,30,-1.0
34.88,200,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,338,
34.88,200,
34.88,90,
34.88,10,-1.0
34.88,20,-1.0
34.88,60,-1.0
34.875,30,
34.875,30,
34.88,30,-1.0
34.88,30,-1.0
34.875,30,
34.875,30,
34.875,30,
34.875,10,
34.875,20,
34.875,100,
34.88,100,-1.0
34.87,100,1.0
34.875,100,
34.87,100,
34.87,100,
34.87,100,1.0
34.87,100,
34.87,100,
34.87,100,
34.87,50,-1.0
34.875,100,
34.875,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,
34.87,20,
34.87,100,
34.87,100,
34.87,200,
34.87,300,-1.0
34.87,500,-1.0
34.87,100,-1.0
34.87,71,
34.87,200,
34.87,100,
34.87,100,
34.87,100,
34.87,200,
34.87,200,
34.87,100,
34.87,100,
34.87,100,
34.87,500,
34.87,953,
34.87,100,-1.0
34.87,100,
34.87,100,
34.88,100,-1.0
34.88,299,-1.0
34.87,100,1.0
34.87,100,1.0
34.87,78,1.0
34.87,100,1.0
34.87,100,1.0
34.87,22,1.0
34.87,100,1.0
34.87,100,1.0
34.87,12,
34.88,200,-1.0
34.88,100,
34.875,100,
34.875,8,
34.875,100,
34.875,100,
34.88,100,
34.88,24,
34.88,323,
34.88,100,
34.88,100,
34.88,100,-1.0
34.88,78,
34.88,177,
34.875,100,
34.88,100,-1.0
34.88,2600,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,400,-1.0
34.88,57,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,500,-1.0
34.88,1100,
34.88,100,-1.0
34.88,99,-1.0
34.88,1,-1.0
34.88,37,-1.0
34.88,63,
34.88,100,
34.88,100,
34.88,100,
34.88,100,
34.88,57,
34.88,100,
34.88,100,
34.88,100,
34.88,100,
34.88,100,
34.88,100,
34.88,43,1.0
34.88,100,1.0
34.88,1400,1.0
34.88,100,1.0
34.89,5,
34.89,5,
34.88,100,
34.88,300,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,
34.88,100,
34.88,100,1.0
34.88,32,
34.88,29,
34.88,163,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.88,100,
34.8733,420,
34.88,100,-1.0
34.88,100,-1.0
34.88,87,-1.0
34.88,100,-1.0
34.88,91,-1.0
34.88,100,
34.88,100,1.0
34.88,100,1.0
34.88,200,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,234,
34.89,30,-1.0
34.89,70,-1.0
34.89,5,-1.0
34.89,95,-1.0
34.89,100,-1.0
34.89,92,-1.0
34.89,999,-1.0
34.89,201,-1.0
34.89,400,-1.0
34.89,1,-1.0
34.8855,150,
34.89,200,-1.0
34.885,100,
34.89,30,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,500,
34.89,100,
34.89,100,
34.89,100,
34.89,100,-1.0
34.89,372,-1.0
34.89,100,-1.0
34.89,1530,-1.0
34.89,178,
34.89,100,-1.0
34.89,100,-1.0
34.89,72,-1.0
34.89,100,-1.0
34.89,100,
34.89,108,-1.0
34.89,108,-1.0
34.8841,600,
34.885,100,
34.89,54,-1.0
34.89,100,
34.89,100,
34.89,100,
34.89,187,
34.89,287,-1.0
34.89,100,-1.0
34.89,187,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,600,
34.89,100,
34.89,600,-1.0
34.89,100,-1.0
34.89,100,
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,13,-1.0
34.89,100,-1.0
34.89,28,-1.0
34.89,200,-1.0
34.8867,200,
34.88,100,
34.88,100,1.0
34.88,100,1.0
34.88,100,
34.88,100,1.0
34.88,300,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,300,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,
34.88,100,
34.88,100,
34.88,100,
34.88,200,
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,82,1.0
34.88,200,
34.88,100,1.0
34.88,100,1.0
34.88,100,1.0
34.88,98,
34.88,2,
34.88,98,
34.88,2,
34.88,100,
34.88,400,-1.0
34.88,98,1.0
34.88,2,1.0
34.88,98,
34.88,100,
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.87,174,1.0
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.87,100,1.0
34.87,300,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.87,100,
34.87,100,
34.87,126,1.0
34.88,55,-1.0
34.875,50,
34.88,45,
34.88,100,-1.0
34.875,50,
34.875,100,
34.88,235,-1.0
34.88,265,-1.0
34.88,300,-1.0
34.88,20,-1.0
34.88,5,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.8709,300,
34.875,100,
34.875,100,
34.875,159,
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.87,100,
34.875,41,
34.871,72,
34.875,21,
34.87,26,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.87,74,1.0
34.87,100,1.0
34.87,100,1.0
34.87,10,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,200,1.0
34.87,100,1.0
34.87,100,1.0
34.87,200,
34.87,160,
34.87,440,
34.87,50,
34.87,50,
34.87,100,
34.87,100,
34.87,175,
34.87,100,
34.87,300,
34.87,85,
34.87,5,1.0
34.87,10,1.0
34.87,100,1.0
34.875,100,
34.875,100,
34.88,100,-1.0
34.88,38,-1.0
34.875,100,
34.8701,2,
34.8648,300,1.0
34.8648,100,
34.8648,100,
34.8648,100,
34.8648,100,
34.8648,100,
34.87,100,1.0
34.87,100,
34.87,100,1.0
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,200,
34.87,100,
34.87,100,
34.87,100,-1.0
34.87,100,-1.0
34.87,200,
34.87,400,
34.87,200,
34.87,100,-1.0
34.87,1000,-1.0
34.87,100,-1.0
34.87,100,
34.87,100,
34.87,100,-1.0
34.87,300,-1.0
34.87,100,
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,500,-1.0
34.87,200,-1.0
34.865,2,
34.865,100,
34.865,100,
34.86,100,1.0
34.86,100,
34.87,100,-1.0
34.86,298,1.0
34.87,200,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,200,-1.0
34.87,300,-1.0
34.87,100,-1.0
34.87,200,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,
34.87,100,-1.0
34.87,50,-1.0
34.87,300,-1.0
34.87,100,-1.0
34.87,300,
34.865,100,
34.865,100,
34.865,100,
34.87,306,-1.0
34.87,100,-1.0
34.87,300,
34.87,100,1.0
34.865,100,
34.87,100,-1.0
34.87,100,1.0
34.87,300,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.875,36,
34.875,64,
34.875,12,
34.874,80,
34.87,100,1.0
34.87,100,1.0
34.872,300,
34.87,100,1.0
34.88,1,-1.0
34.87,100,
34.87,200,1.0
34.8701,1000,
34.87,100,1.0
34.87,100,1.0
34.87,400,
34.87,100,1.0
34.87,100,1.0
34.87,300,
34.87,100,
34.87,100,
34.87,400,
34.87,200,1.0
34.87,100,1.0
34.87,300,1.0
34.87,300,
34.87,200,
34.87,600,
34.87,6,1.0
34.87,300,1.0
34.87,100,1.0
34.87,200,1.0
34.87,94,
34.87,100,
34.87,6,
34.87,100,
34.87,100,
34.87,300,-1.0
34.87,100,
34.87,100,1.0
34.87,20,
34.87,200,
34.87,100,
34.87,200,-1.0
34.87,50,-1.0
34.87,200,-1.0
34.87,200,-1.0
34.87,400,-1.0
34.87,100,-1.0
34.86,100,1.0
34.87,1,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.869,150,-1.0
34.8638,3,
34.865,100,
34.8639,350,
34.87,199,
34.87,200,
34.87,300,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.865,100,
34.865,162,
34.87,100,
34.87,70,
34.87,15,-1.0
34.87,215,-1.0
34.87,100,-1.0
34.87,60,
34.87,100,-1.0
34.87,40,
34.87,10,
34.87,90,-1.0
34.87,15,-1.0
34.87,5,-1.0
34.87,15,-1.0
34.87,65,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,95,-1.0
34.87,5,-1.0
34.87,100,-1.0
34.87,45,-1.0
34.87,55,-1.0
34.87,95,-1.0
34.87,75,-1.0
34.87,100,
34.87,25,-1.0
34.87,15,-1.0
34.87,5,
34.87,200,
34.87,100,
34.87,5,-1.0
34.87,100,-1.0
34.86,17,1.0
34.865,490,
34.865,200,
34.865,100,
34.865,100,
34.865,200,
34.865,200,-1.0
34.865,500,
34.865,200,
34.865,400,
34.865,200,
34.865,400,
34.865,200,
34.865,200,
34.865,100,
34.865,400,
34.865,200,
34.865,200,
34.865,200,
34.87,66,-1.0
34.86,10,1.0
34.865,200,
34.865,100,
34.865,200,
34.87,1,-1.0
34.864000000000004,75,
34.865,100,
34.865,1000,
34.87,100,-1.0
34.865,100,
34.865,100,
34.87,133,-1.0
34.87,66,-1.0
34.87,100,-1.0
34.87,166,-1.0
34.87,100,-1.0
34.87,200,-1.0
34.87,34,-1.0
34.87,132,-1.0
34.87,200,
34.865,100,
34.87,100,-1.0
34.87,100,-1.0
34.87,654,-1.0
34.87,200,
34.87,100,
34.87,100,
34.87,200,-1.0
34.87,95,-1.0
34.87,200,
34.87,100,
34.87,100,-1.0
34.87,100,-1.0
34.87,446,-1.0
34.87,100,-1.0
34.87,100,-1.0
34.87,100,
34.87,108,
34.87,3,
34.87,100,-1.0
34.87,100,
34.87,100,-1.0
34.87,100,
34.861,133,
34.87,100,
34.865,126,
34.87,100,-1.0
34.87,100,-1.0
34.87,80,
34.87,200,
34.87,100,
34.87,100,
34.87,100,
34.87,100,
34.87,200,-1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,400,
34.87,200,
34.87,200,
34.87,100,
34.87,100,1.0
34.87,100,1.0
34.88,200,-1.0
34.88,100,
34.88,100,-1.0
34.88,14,-1.0
34.8799,15,
34.88,68,-1.0
34.875,100,
34.88,200,-1.0
34.88,116,-1.0
34.8701,27,
34.876,1000,
34.8741,1000,
34.87,13,1.0
34.875,100,
34.87,100,1.0
34.8701,40,
34.875,100,
34.875,100,
34.875,100,
34.875,100,
34.87,1,
34.87,93,1.0
34.87,99,1.0
34.87,100,1.0
34.87,200,1.0
34.87,300,1.0
34.875,100,
34.875,100,
34.87,100,1.0
34.87,100,1.0
34.87,82,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,122,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,
34.87,100,
34.87,18,
34.87,278,
34.87,22,
34.87,78,
34.87,22,
34.87,78,
34.87,22,
34.87,78,
34.87,100,
34.87,10,
34.87,100,1.0
34.87,400,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,300,1.0
34.87,100,1.0
34.87,300,
34.87,300,1.0
34.87,82,1.0
34.87,97,1.0
34.87,300,1.0
34.87,3,1.0
34.87,218,1.0
34.87,100,1.0
34.87,100,1.0
34.87,200,1.0
34.87,100,1.0
34.87,14,
34.87,300,
34.87,300,
34.87,386,
34.87,300,
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.87,76,1.0
34.87,200,1.0
34.87,100,
34.87,124,
34.87,300,
34.87,300,
34.87,100,
34.87,200,1.0
34.87,100,1.0
34.87,100,1.0
34.87,400,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.875,100,
34.87,200,1.0
34.87,300,1.0
34.87,10,1.0
34.87,100,1.0
34.87,400,1.0
34.87,200,1.0
34.87,200,1.0
34.87,100,1.0
34.87,100,1.0
34.87,100,1.0
34.875,100,
34.875,100,
34.88,1,-1.0
34.875,5,
34.8702,3000,
34.88,100,
34.88,36,-1.0
34.8705,500,
34.88,63,-1.0
34.88,100,-1.0
34.88,100,-1.0
34.873000000000005,500,
34.875,454,
34.875,100,
34.88,100,-1.0
34.88,100,-1.0
34.88,48,-1.0
34.88,952,-1.0
34.88,436,-1.0
34.88,5,-1.0
34.88,95,
34.88,5,
34.88,95,
34.88,5,
34.88,95,
34.875,100,1.0
34.88,1,1.0
34.88,99,
34.88,100,1.0
34.88,100,1.0
34.88,1,1.0
34.88,99,1.0
34.88,100,1.0
34.88,100,1.0
34.88,2,-1.0
34.875,100,1.0
34.88,98,
34.88,200,
34.88,200,
34.88,612,1.0
34.88,100,1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,
34.8873,28,
34.89,28,-1.0
34.89,32,-1.0
34.89,100,-1.0
34.89,200,
34.89,100,-1.0
34.89,200,-1.0
34.885,100,
34.89,618,-1.0
34.89,400,-1.0
34.89,200,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,500,
34.89,100,
34.89,173,-1.0
34.89,3,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,300,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,200,
34.89,100,
34.89,200,
34.89,92,1.0
34.89,100,1.0
34.89,100,1.0
34.89,100,1.0
34.89,388,1.0
34.89,100,1.0
34.89,50,1.0
34.89,100,1.0
34.89,100,
34.89,100,
34.89,100,
34.89,100,1.0
34.895,100,
34.89,236,
34.9,102,-1.0
34.89,10,1.0
34.9,100,-1.0
34.8927,40,
34.9,1,-1.0
34.895,100,
34.9,100,
34.8901,260,
34.8969,1000,
34.9,20,
34.8976,86,
34.9,10,
34.9,100,-1.0
34.9,83,-1.0
34.9,1,-1.0
34.9,100,-1.0
34.9,5000,-1.0
34.89,100,1.0
34.89,100,1.0
34.89,100,1.0
34.89,500,1.0
34.8925,100,
34.89,200,1.0
34.89,200,1.0
34.89,100,1.0
34.89,100,1.0
34.89,100,1.0
34.89,400,1.0
34.89,500,1.0
34.89,100,1.0
34.89,100,1.0
34.89,3700,1.0
34.89,300,1.0
34.9,200,-1.0
34.8967,100,
34.9,29,-1.0
34.9,30,-1.0
34.9,71,
34.9,29,
34.9,100,-1.0
34.89,100,
34.89,100,
34.89,200,1.0
34.89,300,1.0
34.89,300,
34.89,100,
34.895,100,
34.895,3,
34.895,11,
34.89,86,1.0
34.8949,86,
34.89,100,
34.9,500,-1.0
34.9,200,-1.0
34.895,800,
34.89,200,
34.89,100,
34.89,100,
34.8975,56,
34.89,300,1.0
34.89,300,1.0
34.89,282,1.0
34.89,400,1.0
34.89,100,1.0
34.89,200,1.0
34.89,100,1.0
34.89,100,
34.89,200,
34.89,100,
34.89,676,
34.89,200,
34.89,200,
34.89,196,
34.89,200,
34.89,100,1.0
34.89,100,
34.89,118,
34.89,100,
34.89,100,
34.89,790,
34.89,200,
34.89,300,
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,300,1.0
34.89,200,
34.89,77,
34.89,400,
34.89,100,
34.89,200,-1.0
34.89,100,-1.0
34.89,200,-1.0
34.89,1100,-1.0
34.895,100,
34.89,100,-1.0
34.89,100,-1.0
34.89,200,-1.0
34.89,100,-1.0
34.89,100,
34.89,100,-1.0
34.88,100,
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,200,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,200,-1.0
34.89,200,-1.0
34.88,26,
34.885,100,
34.88,128,1.0
34.88,473,1.0
34.89,300,-1.0
34.885,100,
34.885,100,
34.885,100,
34.8875,100,
34.8875,100,
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.88,200,1.0
34.89,200,
34.88,100,1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,400,-1.0
34.88,100,1.0
34.89,100,-1.0
34.8863,15,
34.885,100,
34.885,100,
34.885,100,
34.89,100,-1.0
34.89,100,
34.89,100,-1.0
34.885,100,
34.88,42,1.0
34.885,100,
34.8899,4,
34.89,1,-1.0
34.89,99,-1.0
34.89,100,
34.89,100,
34.89,100,
34.89,100,
34.89,100,-1.0
34.885,100,
34.89,100,-1.0
34.89,100,
34.89,100,
34.885,100,
34.885,100,
34.89,100,-1.0
34.89,200,-1.0
34.89,100,-1.0
34.89,300,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,-1.0
34.89,100,
34.89,100,-1.0
34.89,100,
34.89,100,
34.89,100,1.0
34.89,100,1.0
34.89,100,1.0
34.89,100,1.0
34.89,400,1.0
34.89,100,1.0
34.89,100,-1.0
34.9,100,
34.9,100,-1.0
34.9,100,
34.9,100,
34.9,100,
34.9,17,-1.0
34.9,100,-1.0
34.9,200,-1.0
34.9,283,-1.0
34.9,575,-1.0
34.9,100,
34.9,365,
34.9,176,
34.9,157,
