tx_price,tx_size,tx_direction
34.55,100,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,14,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,
34.545,100,
34.545,100,
34.545,150,
34.55,50,-1.0
34.545,100,-1.0
34.55,100,-1.0
34.545,100,
34.545,100,
34.545,100,
34.55,100,-1.0
34.55,273,-1.0
34.545,100,
34.55,100,-1.0
34.55,200,-1.0
34.55,100,-1.0
34.55,50,-1.0
34.55,23,-1.0
34.55,200,-1.0
34.55,100,-1.0
34.55,200,-1.0
34.56,100,-1.0
34.545,700,
34.545,100,
34.545,100,
34.54,100,1.0
34.54,23,1.0
34.5401,8,
34.545,100,
34.54,9,
34.54,44,
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,200,
34.54,100,1.0
34.54,100,1.0
34.54,111,1.0
34.54,100,1.0
34.54,189,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,
34.54,100,
34.54,300,
34.54,100,
34.54,600,1.0
34.54,100,1.0
34.55,400,-1.0
34.54,47,1.0
34.54,100,1.0
34.54,53,1.0
34.54,11,1.0
34.54,89,1.0
34.54,100,1.0
34.54,200,1.0
34.54,100,1.0
34.54,200,1.0
34.54,200,1.0
34.54,200,1.0
34.545,100,
34.54,100,1.0
34.54,100,1.0
34.545,100,
34.54,200,
34.54,200,
34.54,50,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,211,1.0
34.54,100,1.0
34.54,100,1.0
34.54,23,1.0
34.54,100,1.0
34.54,66,1.0
34.54,100,
34.54,100,
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,147,
34.54,46,
34.54,166,
34.54,6,-1.0
34.535,100,-1.0
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.535,300,
34.535,3300,
34.54,50,-1.0
34.5338,1000,
34.535,100,
34.535,100,
34.535,100,
34.5347,55,
34.535,100,
34.535,100,
34.535,9,
34.535,51,
34.54,200,-1.0
34.54,200,
34.535,100,
34.54,300,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.535,100,
34.535,100,
34.54,100,-1.0
34.54,300,-1.0
34.535,100,
34.54,400,-1.0
34.54,200,-1.0
34.54,200,-1.0
34.535,100,
34.54,100,-1.0
34.54,200,
34.54,100,
34.5375,300,
34.5375,600,
34.535,100,
34.54,1400,-1.0
34.54,200,-1.0
34.54,100,-1.0
34.54,16,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,350,
34.54,100,-1.0
34.54,1200,
34.54,100,
34.54,284,
34.54,1000,
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,6,-1.0
34.54,200,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,200,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.535,1400,
34.54,100,-1.0
34.54,100,
34.54,100,
34.54,150,
34.54,400,
34.54,100,
34.54,100,
34.54,100,
34.54,1050,
34.54,10,
34.54,53,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.535,277,
34.54,100,
34.535,8,
34.54,79,-1.0
34.54,200,-1.0
34.54,24,-1.0
34.535,100,
34.535,100,
34.54,76,
34.54,24,-1.0
34.535,100,
34.535,100,
34.535,100,
34.535,400,
34.535,523,
34.535,700,
34.535,200,
34.535,100,
34.535,100,
34.535,200,
34.535,200,
34.535,150,
34.54,200,-1.0
34.54,100,-1.0
34.535,100,
34.535,125,
34.535,900,
34.54,200,
34.53,75,1.0
34.535,200,
34.535,100,
34.54,100,
34.54,77,
34.54,23,-1.0
34.54,100,-1.0
34.54,77,-1.0
34.535,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,200,-1.0
34.54,200,
34.54,100,
34.54,50,-1.0
34.535,100,
34.54,100,
34.54,100,
34.54,100,
34.54,100,-1.0
34.54,300,-1.0
34.535,65,
34.54,85,-1.0
34.535,100,
34.5375,100,
34.535,400,
34.54,200,-1.0
34.535,100,
34.535,100,
34.535,200,
34.535,100,
34.5358,1,
34.53,300,1.0
34.53,200,1.0
34.5303,1420,
34.5469,400,-1.0
34.5469,200,
34.5469,100,
34.5469,100,
34.5469,100,
34.5469,100,
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,300,
34.53,100,1.0
34.53,215,1.0
34.53,100,1.0
34.53,181,1.0
34.535,100,
34.53,100,1.0
34.53,100,1.0
34.53,10,1.0
34.53,90,1.0
34.53,10,1.0
34.53,100,1.0
34.53,300,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,90,1.0
34.53,100,1.0
34.53,100,1.0
34.53,200,
34.53,100,
34.53,10,
34.53,90,1.0
34.53,100,
34.53,100,1.0
34.53,100,
34.53,100,
34.525,100,
34.52,200,1.0
34.52,100,1.0
34.52,100,
34.52,200,1.0
34.525,100,
34.525,100,
34.5201,4,
34.525,100,
34.525,25,
34.5241,100,
34.53,100,-1.0
34.53,100,
34.53,400,
34.53,200,
34.53,100,
34.53,100,
34.53,100,
34.53,100,1.0
34.53,100,1.0
34.535,100,
34.525,100,1.0
34.5319,250,
34.54,100,
34.54,100,
34.54,100,
34.54,300,
34.54,100,
34.54,500,-1.0
34.54,100,
34.535,500,
34.535,300,
34.535,100,
34.535,50,
34.535,100,
34.535,100,
34.535,59,
34.5301,52,
34.535,100,
34.535,100,
34.535,100,
34.54,100,
34.54,100,-1.0
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,
34.54,200,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,
34.54,15,-1.0
34.54,200,-1.0
34.54,400,-1.0
34.54,400,
34.54,200,
34.54,300,
34.54,800,
34.54,100,-1.0
34.54,300,-1.0
34.54,400,-1.0
34.54,100,-1.0
34.54,300,
34.54,300,
34.54,247,
34.54,100,1.0
34.54,100,1.0
34.545,40,
34.548,1,
34.54,100,1.0
34.54,500,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,71,1.0
34.54,111,1.0
34.54,100,1.0
34.54,204,1.0
34.54,214,1.0
34.54,100,1.0
34.54,100,1.0
34.54,200,1.0
34.54,300,1.0
34.54,100,
34.54,300,
34.54,159,
34.54,41,1.0
34.54,100,
34.54,300,1.0
34.54,100,1.0
34.54,100,1.0
34.54,238,1.0
34.54,354,1.0
34.54,368,1.0
34.54,100,1.0
34.54,236,
34.54,100,
34.54,100,
34.54,4,
34.54,10,
34.54,30,1.0
34.54,41,1.0
34.54,4,1.0
34.54,129,1.0
34.54,100,
34.54,64,
34.54,200,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,247,1.0
34.54,100,
34.54,100,
34.54,100,
34.54,100,
34.55,100,-1.0
34.54,100,
34.54,100,
34.54,100,
34.54,100,1.0
34.54,100,1.0
34.545,200,
34.545,100,
34.55,100,-1.0
34.55,455,-1.0
34.55,1545,
34.55,200,
34.55,100,-1.0
34.545,1,
34.55,100,-1.0
34.55,800,
34.545,200,
34.55,200,
34.55,73,-1.0
34.545,200,
34.545,100,
34.54,100,1.0
34.5499,1,
34.5458,22,
34.545,100,
34.545,100,
34.545,100,
34.55,8,
34.5499,62,
34.55,17,-1.0
34.5401,3,
34.545,100,
34.5401,19,
34.5465,500,
34.5438,112,
34.54,1,1.0
34.5492,1000,
34.54,5,1.0
34.55,100,-1.0
34.546,15,
34.5499,1,
34.545,100,
34.55,228,-1.0
34.55,100,-1.0
34.55,300,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,100,
34.55,76,
34.55,400,
34.55,300,
34.55,100,-1.0
34.55,572,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,107,-1.0
34.55,93,-1.0
34.55,100,-1.0
34.55,7,-1.0
34.55,100,-1.0
34.55,10,
34.55,100,-1.0
34.55,14,-1.0
34.55,100,-1.0
34.55,2353,-1.0
34.55,47,-1.0
34.55,100,-1.0
34.55,300,-1.0
34.55,100,
34.55,100,
34.55,100,
34.55,100,
34.55,400,1.0
34.55,100,
34.55,100,
34.555,100,
34.545,500,1.0
34.545,200,
34.55,100,1.0
34.555,50,
34.555,100,
34.5599,18,
34.5573,114,
34.56,48,-1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.555,100,
34.555,100,
34.555,100,
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.5568,300,
34.55,100,1.0
34.55,100,1.0
34.555,100,
34.55,100,
34.55,100,1.0
34.55,100,1.0
34.55,100,
34.55,100,
34.55,100,1.0
34.5562,200,
34.555,100,
34.555,100,
34.555,200,
34.555,100,
34.554,50,
34.55,100,1.0
34.555,100,
34.555,20,
34.55,100,
34.55,100,1.0
34.55,100,1.0
34.5592,1000,
34.555,65,
34.55,100,1.0
34.55,200,1.0
34.55,400,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,100,1.0
34.55,200,1.0
34.55,100,1.0
34.55,100,1.0
34.55,500,1.0
34.55,100,1.0
34.55,200,1.0
34.55,100,1.0
34.55,100,
34.55,100,1.0
34.55,300,
34.55,100,
34.55,18,
34.55,29,
34.55,100,
34.55,100,-1.0
34.55,96,1.0
34.55,100,1.0
34.55,163,
34.55,69,
34.55,71,-1.0
34.55,31,-1.0
34.555,100,-1.0
34.55,100,
34.55,100,
34.55,100,
34.55,100,1.0
34.55,29,1.0
34.55,71,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,1,
34.55,100,-1.0
34.55,56,-1.0
34.56,100,-1.0
34.545,100,
34.55,100,-1.0
34.545,100,
34.55,100,-1.0
34.55,318,-1.0
34.55,182,-1.0
34.55,1049,
34.55,151,
34.55,400,
34.545,1100,
34.54,100,1.0
34.55,5,-1.0
34.545,100,
34.55,100,-1.0
34.55,100,-1.0
34.55,98,-1.0
34.55,500,-1.0
34.55,349,-1.0
34.55,200,-1.0
34.55,400,-1.0
34.55,800,-1.0
34.55,200,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,53,-1.0
34.55,145,-1.0
34.55,200,
34.55,53,-1.0
34.545,800,
34.545,900,
34.55,40,-1.0
34.545,200,
34.545,500,
34.545,100,
34.545,100,
34.545,100,
34.545,100,
34.55,100,
34.55,100,-1.0
34.545,100,
34.545,100,
34.545,100,
34.545,100,
34.545,100,
34.545,100,
34.545,100,
34.55,100,-1.0
34.545,100,
34.55,100,-1.0
34.55,100,
34.5454,160,
34.545,100,
34.55,1,-1.0
34.545,100,
34.545,100,
34.547,107,
34.545,100,
34.55,87,-1.0
34.545,100,
34.545,100,
34.5401,16,
34.545,100,
34.55,100,
34.55,100,-1.0
34.55,50,-1.0
34.55,152,-1.0
34.55,90,-1.0
34.55,1,-1.0
34.55,9,
34.55,100,
34.54,100,1.0
34.54,100,1.0
34.54,50,1.0
34.54,100,1.0
34.55,19,-1.0
34.5475,100,
34.55,100,-1.0
34.545,100,
34.545,100,
34.541,25,
34.545,415,
34.545,50,
34.545,100,
34.545,100,
34.545,100,
34.54,100,1.0
34.54,100,
34.54,100,1.0
34.54,100,1.0
34.54,500,1.0
34.54,200,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,200,1.0
34.54,56,
34.54,100,1.0
34.54,200,
34.54,500,1.0
34.54,100,1.0
34.54,100,
34.54,200,
34.54,100,
34.54,100,
34.54,200,
34.54,422,
34.54,60,1.0
34.54,405,1.0
34.54,200,
34.54,200,
34.54,407,
34.54,500,
34.54,200,
34.54,100,
34.54,50,
34.54,50,
34.54,50,
34.54,10,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,200,1.0
34.54,100,1.0
34.54,267,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,1.0
34.54,100,
34.54,100,
34.54,200,
34.54,100,
34.54,80,
34.54,100,
34.54,20,
34.54,80,
34.535,7,
34.54,100,-1.0
34.53,14,
34.535,100,
34.535,100,
34.535,100,
34.54,15000,-1.0
34.5301,12,
34.535,900,
34.5399,7,
34.5314,8,
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,
34.53,100,1.0
34.53,354,1.0
34.53,368,1.0
34.53,100,1.0
34.53,100,1.0
34.53,700,1.0
34.53,100,
34.53,200,
34.53,100,
34.53,400,
34.53,78,
34.53,50,
34.53,100,
34.53,50,
34.53,10,
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,214,1.0
34.53,200,
34.53,200,1.0
34.53,400,1.0
34.53,100,
34.53,200,1.0
34.53,200,1.0
34.53,100,1.0
34.53,100,
34.53,100,
34.53,11,1.0
34.53,100,1.0
34.53,157,1.0
34.53,100,1.0
34.53,12,1.0
34.53,100,
34.53,100,
34.53,242,-1.0
34.53,100,-1.0
34.53,500,-1.0
34.53,100,-1.0
34.53,2800,-1.0
34.53,20,
34.53,100,
34.53,100,
34.53,100,
34.53,100,
34.53,200,
34.53,100,
34.53,100,-1.0
34.53,100,
34.525,100,
34.525,100,
34.525,100,
34.525,93,
34.53,39,-1.0
34.525,100,
34.53,100,-1.0
34.53,100,-1.0
34.53,4,-1.0
34.53,61,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,200,
34.53,100,
34.53,100,
34.53,100,
34.53,100,
34.53,100,
34.53,100,
34.53,100,
34.53,100,1.0
34.531,335,
34.54,1,-1.0
34.535,100,
34.535,82,
34.535,7,
34.535,100,
34.535,100,
34.54,200,-1.0
34.5413,600,-1.0
34.5413,100,
34.5413,300,
34.5413,100,
34.54,150,
34.535,50,
34.5356,300,
34.5358,50,
34.5375,29,
34.5355,10,
34.5393,150,
34.535,13,
34.54,13,-1.0
34.54,400,-1.0
34.54,200,-1.0
34.54,2100,
34.54,100,
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,200,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,
34.54,610,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,290,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,
34.54,100,
34.54,100,-1.0
34.54,400,-1.0
34.54,100,-1.0
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,1600,-1.0
34.54,100,
34.535,40,
34.54,100,-1.0
34.54,100,-1.0
34.535,100,
34.5307,54,
34.5301,68,
34.535,100,
34.53,15000,1.0
34.535,100,
34.531,86,
34.535,100,
34.535,100,
34.53,1200,1.0
34.53,100,1.0
34.53,100,1.0
34.53,200,1.0
34.535,100,
34.53,100,1.0
34.53,500,1.0
34.53,500,1.0
34.53,100,
34.53,200,
34.53,100,1.0
34.53,200,
34.53,800,
34.53,420,1.0
34.53,200,1.0
34.53,100,1.0
34.53,100,
34.53,100,1.0
34.53,400,1.0
34.53,980,
34.53,10,1.0
34.53,100,
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,
34.53,100,1.0
34.53,100,1.0
34.53,300,1.0
34.535,100,
34.535,100,
34.535,100,
34.535,100,
34.53,100,
34.53,200,1.0
34.53,100,1.0
34.53,200,1.0
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,200,1.0
34.53,3100,1.0
34.53,200,1.0
34.53,100,1.0
34.53,100,1.0
34.53,250,1.0
34.53,100,1.0
34.53,100,1.0
34.53,200,
34.53,150,
34.53,50,
34.53,50,
34.53,50,
34.53,100,1.0
34.53,100,
34.53,100,1.0
34.53,100,
34.53,100,
34.53,600,1.0
34.53,200,
34.53,100,
34.53,100,1.0
34.53,100,1.0
34.53,195,-1.0
34.53,300,-1.0
34.53,400,-1.0
34.53,400,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.525,100,
34.53,100,-1.0
34.525,200,
34.52,100,1.0
34.52,100,1.0
34.52,100,
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,300,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,200,1.0
34.52,100,1.0
34.52,100,1.0
34.52,10,
34.52,400,1.0
34.525,200,
34.525,200,
34.53,100,
34.53,200,-1.0
34.5225,500,
34.5225,100,
34.52,100,1.0
34.52,1900,1.0
34.53,5,
34.52,100,1.0
34.53,95,-1.0
34.5299,1,
34.525,100,
34.5237,29,
34.525,100,
34.525,100,
34.53,5,-1.0
34.52,100,1.0
34.525,100,
34.52,100,1.0
34.52,100,1.0
34.521,200,
34.525,94,
34.52,15000,1.0
34.5299,124,
34.52,100,1.0
34.525,100,
34.52,100,1.0
34.52,100,1.0
34.52,600,1.0
34.52,358,1.0
34.52,100,
34.52,100,1.0
34.52,100,1.0
34.52,200,1.0
34.52,200,1.0
34.52,424,1.0
34.52,200,1.0
34.52,100,1.0
34.52,300,1.0
34.52,3600,1.0
34.52,100,1.0
34.52,200,1.0
34.52,500,1.0
34.52,200,
34.52,500,
34.52,200,
34.52,300,
34.52,100,
34.52,18,
34.52,100,
34.52,10,1.0
34.52,72,1.0
34.52,139,
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,61,1.0
34.52,39,1.0
34.52,100,
34.52,100,1.0
34.52,10,1.0
34.52,100,1.0
34.525,100,
34.52,200,1.0
34.52,300,
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,204,1.0
34.52,269,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,400,
34.52,200,1.0
34.52,100,1.0
34.52,100,1.0
34.52,400,1.0
34.52,51,
34.52,49,1.0
34.52,94,
34.52,6,
34.52,94,
34.52,222,-1.0
34.52,100,
34.52,100,
34.52,100,-1.0
34.52,500,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,100,-1.0
34.52,300,-1.0
34.52,100,-1.0
34.52,100,
34.52,10,
34.52,10,
34.52,100,
34.52,100,
34.52,100,
34.52,100,
34.52,400,-1.0
34.52,100,
34.52,100,
34.52,100,
34.52,100,-1.0
34.52,100,-1.0
34.52,100,
34.52,100,
34.52,300,-1.0
34.52,100,
34.52,100,
34.52,400,
34.52,100,-1.0
34.52,100,
34.52,100,
34.52,1500,
34.52,400,1.0
34.52,1400,1.0
34.52,200,1.0
34.52,200,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,1.0
34.52,100,
34.52,100,1.0
34.52,800,1.0
34.52,100,1.0
34.525,100,
34.52,500,
34.52,100,
34.52,100,
34.515,100,-1.0
34.52,294,1.0
34.52,100,1.0
34.525,100,
34.525,100,
34.5299,1,
34.53,1,
34.53,856,-1.0
34.53,300,-1.0
34.53,344,-1.0
34.53,100,
34.53,100,
34.53,100,-1.0
34.53,100,-1.0
34.53,600,-1.0
34.53,300,-1.0
34.53,200,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,200,-1.0
34.53,200,-1.0
34.53,100,-1.0
34.53,6,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,34,-1.0
34.53,266,-1.0
34.53,100,-1.0
34.53,100,-1.0
34.53,400,-1.0
34.53,200,
34.53,100,-1.0
34.53,100,
34.53,100,
34.53,4,
34.53,100,1.0
34.53,100,1.0
34.53,100,1.0
34.53,37,1.0
34.53,63,1.0
34.535,100,
34.53,1,1.0
34.535,25,
34.535,11,
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.5314,6,
34.5362,100,
34.54,100,-1.0
34.54,100,
34.54,3,-1.0
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,-1.0
34.54,100,
34.54,100,-1.0
34.54,100,-1.0
34.54,67,-1.0
34.5399,152,
34.5365,100,
34.54,100,
34.5301,21,
34.54,100,-1.0
34.5314,10,
34.54,100,-1.0
34.54,36,-1.0
34.54,100,
34.54,400,-1.0
34.54,10,-1.0
34.54,90,-1.0
34.54,10,-1.0
34.54,100,-1.0
34.54,1300,
34.54,100,
34.54,100,
34.54,200,
34.54,100,
34.54,64,
34.54,100,
34.54,200,
34.54,100,1.0
34.54,100,1.0
34.54,100,
34.54,100,
34.54,100,
34.545,100,
34.544000000000004,30,
34.545,100,
34.545,50,
34.55,100,-1.0
34.55,100,-1.0
34.55,18,-1.0
34.55,100,-1.0
34.55,100,-1.0
34.55,49,-1.0
34.55,100,-1.0
34.55,82,-1.0
34.55,100,
34.55,18,
34.55,100,
34.55,100,
34.55,100,
34.55,100,
34.55,100,
34.55,51,
34.55,10,
34.55,49,
34.55,100,
34.55,100,
34.55,28,1.0
34.55,44,1.0
34.55,100,
34.55,100,1.0
34.55,72,1.0
34.555,100,
34.555,100,
34.555,100,
34.555,15,
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,200,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,16,-1.0
34.56,100,
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,200,-1.0
34.56,100,
34.56,84,-1.0
34.56,100,
34.56,100,
34.56,100,
34.56,85,
34.56,1000,
34.56,100,
34.57,100,
34.57,100,-1.0
34.56,100,1.0
34.57,100,
34.57,100,
34.57,100,
34.565,100,
34.57,100,-1.0
34.57,100,-1.0
34.57,36,-1.0
34.57,100,
34.565,100,
34.57,37,-1.0
34.565,100,
34.565,100,
34.565,100,
34.56,100,1.0
34.565,200,
34.565,100,
34.565,3,
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.56,300,1.0
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,800,1.0
34.56,100,1.0
34.56,245,1.0
34.56,100,1.0
34.56,355,1.0
34.56,100,1.0
34.56,400,1.0
34.56,100,1.0
34.56,100,1.0
34.56,500,
34.56,200,
34.56,500,
34.56,100,1.0
34.56,445,1.0
34.56,14,1.0
34.56,100,1.0
34.56,300,
34.56,200,1.0
34.56,300,
34.56,200,-1.0
34.56,100,
34.56,600,
34.56,100,
34.56,100,
34.56,100,
34.56,200,-1.0
34.56,300,-1.0
34.555,100,
34.56,200,-1.0
34.56,100,-1.0
34.553000000000004,2,
34.553000000000004,1,
34.555,100,
34.56,5,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,200,-1.0
34.5587,100,
34.555,78,
34.56,59,
34.555,1,
34.555,1,
34.555,2,
34.555,3,
34.56,300,-1.0
34.56,600,-1.0
34.56,500,-1.0
34.56,200,-1.0
34.56,200,
34.56,100,
34.56,100,
34.56,600,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,100,
34.56,200,
34.56,100,
34.56,100,
34.56,200,
34.56,100,-1.0
34.56,100,
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.565,100,
34.565,100,
34.565,100,
34.565,53,
34.57,100,-1.0
34.57,60,-1.0
34.5675,3,
34.56,35000,1.0
34.57,24,-1.0
34.56,100,1.0
34.56,100,
34.565,100,
34.565,100,
34.565,100,
34.5658,300,
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.539,200,1.0
34.539,100,
34.539,400,
34.539,100,
34.56,100,
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.56,500,1.0
34.56,100,
34.56,100,1.0
34.56,16,
34.56,100,
34.56,300,
34.56,200,1.0
34.56,500,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,200,1.0
34.56,100,
34.56,300,1.0
34.56,100,1.0
34.56,100,1.0
34.56,64,1.0
34.56,36,1.0
34.56,164,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,636,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,300,
34.56,100,
34.56,200,
34.56,100,
34.56,100,
34.56,200,1.0
34.56,100,
34.56,300,
34.56,400,
34.56,100,
34.56,400,
34.56,100,
34.56,400,
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.56,400,-1.0
34.56,100,-1.0
34.56,400,-1.0
34.56,100,-1.0
34.56,100,-1.0
34.56,300,-1.0
34.56,300,-1.0
34.56,200,1.0
34.56,100,-1.0
34.56,100,1.0
34.56,100,
34.56,200,
34.56,100,1.0
34.56,100,1.0
34.56,500,1.0
34.56,200,1.0
34.56,100,1.0
34.56,500,1.0
34.56,300,1.0
34.56,300,1.0
34.56,300,1.0
34.56,200,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,400,1.0
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,100,1.0
34.56,300,1.0
34.56,300,
34.56,100,1.0
34.56,500,1.0
34.56,100,1.0
34.56,200,1.0
34.56,100,1.0
34.56,100,
34.56,100,1.0
34.56,100,1.0
34.56,100,
34.5624,500,
34.56,100,1.0
34.56,2,
34.565,100,
34.565,600,
34.565,100,
34.565,100,
34.565,100,
34.565,100,
34.565,100,
34.57,100,
34.57,800,
34.57,100,
34.57,100,-1.0
34.57,100,-1.0
34.57,100,-1.0
34.57,5,-1.0
34.57,600,-1.0
34.57,100,-1.0
34.57,100,-1.0
34.565,100,
34.57,100,-1.0
34.57,100,-1.0
34.565,100,
34.57,100,-1.0
34.565,100,
34.57,100,
34.565,100,
34.57,100,-1.0
34.565,100,
34.57,100,-1.0
34.565,100,
34.565,100,
34.57,100,-1.0
34.565,100,
34.57,122,-1.0
34.57,100,-1.0
34.57,141,-1.0
34.57,65,-1.0
34.57,59,-1.0
34.57,113,-1.0
34.57,154,-1.0
34.57,41,-1.0
34.57,80,-1.0
34.57,120,-1.0
34.565,100,
34.565,100,
34.565,100,
34.565,100,
34.565,100,
34.565,100,
34.56,100,1.0
34.56,100,1.0
34.56,200,1.0
34.56,100,1.0
34.56,100,1.0
34.56,200,1.0
34.56,100,1.0
34.56,100,1.0
34.565,100,
34.565,100,
34.57,100,-1.0
34.565,100,
34.565,100,
